,location,society,total_sqft,bath,balcony,price,bedrooms
7426,other,PancyRe,1427.0,2.0,3.0,70.0,3
7427,Yelahanka,Pyikad ,935.0,2.0,1.0,35.53,2
7428,other,Soe 2as,1073.0,2.0,2.0,31.77,2
7429,other,Patri M,960.0,2.0,3.0,37.0,2
7430,Thigalarapalya,Prtanha,2215.0,4.0,2.0,150.0,3
7431,Electronic City Phase II,Sryalan,1125.0,2.0,1.0,32.49,2
7434,7th Phase JP Nagar,Brnia G,1080.0,2.0,2.0,75.0,2
7437,Uttarahalli,Aklia R,1590.0,3.0,2.0,58.0,3
7438,other,Mazler ,1350.0,3.0,2.0,68.0,3
7440,Kaggadasapura,Aincyev,1560.0,2.0,3.0,72.0,3
7441,other,Shbhi S,1810.0,3.0,2.0,57.0,4
7442,other,SoniaPe,2274.24,4.0,1.0,160.0,3
7443,Sonnenahalli,Skacak ,1484.0,3.0,1.0,74.18,3
7444,Indira Nagar,MCtleas,1650.0,3.0,3.0,220.0,3
7445,other,Pantsce,1455.0,2.0,2.0,55.0,3
7446,Thanisandra,G conTh,2280.0,4.0,2.0,184.0,3
7449,Bharathi Nagar,FoapeWa,1351.0,2.0,2.0,74.0,2
7451,KR Puram,MCnexva,1430.0,2.0,1.0,61.0,3
7452,Whitefield,Prrry M,3589.0,5.0,0.0,400.0,4
7453,Electronic City Phase II,Sryalan,1310.0,2.0,2.0,37.83,3
7456,Sarjapur  Road,AsastDe,984.0,2.0,1.0,55.0,2
7457,Jalahalli,Reodsnc,1770.0,3.0,3.0,100.0,3
7460,Bhoganhalli,Rosha I,1447.0,2.0,1.0,75.97,2
7464,Kanakpura Road,Soena A,1296.0,2.0,1.0,89.0,2
7465,other,Vaenev ,1570.0,3.0,2.0,80.0,3
7466,other,Ablmsol,1495.0,2.0,2.0,65.0,3
7467,Hoodi,Shyalha,1530.0,2.0,2.0,67.0,3
7469,Gunjur,Paestol,1800.0,3.0,1.0,70.0,3
7470,Bellandur,DSpazTo,1088.0,2.0,2.0,48.0,2
7471,Hosa Road,Skume R,1533.0,3.0,1.0,98.18,3
7473,Thubarahalli,Asnts a,1540.0,3.0,3.0,90.0,3
7475,Hosa Road,Skume R,1040.0,2.0,1.0,68.59,2
7478,Uttarahalli,Shony S,1180.0,2.0,1.0,41.3,2
7479,Thigalarapalya,Prtanha,1245.0,2.0,2.0,100.0,2
7485,Sarjapur,DSousyl,1124.0,2.0,1.0,30.35,2
7487,Begur Road,Pruthg ,1100.0,2.0,1.0,71.42,2
7488,Vijayanagar,Smentha,1019.0,2.0,1.0,58.0,2
7489,Harlur,SosicCl,1756.0,3.0,2.0,128.0,3
7490,Bommasandra,SSestth,1280.0,3.0,1.0,50.0,3
7493,Whitefield,Prtates,2134.0,4.0,2.0,118.0,3
7494,Hosa Road,Sosisic,1369.1,2.0,1.0,98.0,2
7497,other,DSensn ,2515.0,4.0,3.0,155.0,3
7498,Thigalarapalya,Prtanha,2215.0,4.0,2.0,154.0,3
7499,other,Amageru,1440.0,3.0,2.0,72.0,3
7500,Hennur Road,Koagati,1186.0,2.0,2.0,55.33,3
7502,Hebbal,Chtert ,1800.0,3.0,2.0,140.0,3
7503,Kudlu,GKityde,1600.0,3.0,3.0,79.0,3
7504,other,Srg Bnc,1000.0,2.0,1.0,35.0,2
7506,other,Pridsi ,1305.0,2.0,1.0,59.0,3
7507,Binny Pete,She 2rk,1740.0,3.0,1.0,150.0,3
7509,other,Gohts H,1567.0,3.0,0.0,140.0,2
7510,Kambipura,Prrtht ,1082.0,2.0,1.0,45.5,3
7513,Begur,Duity C,3500.0,4.0,2.0,185.0,3
7514,Dasarahalli,Syonyph,1220.0,2.0,2.0,52.0,2
7521,other,NCierar,1170.0,2.0,2.0,120.0,2
7522,other,Ajens G,1670.0,3.0,2.0,75.0,3
7523,Hennur Road,Samittv,2264.0,3.0,2.0,168.0,3
7525,Begur,Viodspr,1100.0,2.0,2.0,55.0,2
7527,Koramangala,Proodt ,1320.0,2.0,1.0,160.0,2
7529,Electronics City Phase 1,PSmalsh,1125.0,2.0,2.0,65.0,2
7532,other,Lancya ,1300.0,2.0,1.0,75.0,3
7533,JP Nagar,Meowns ,1600.0,3.0,2.0,83.0,3
7534,Magadi Road,Vrenty ,1052.0,2.0,1.0,60.0,3
7536,other,Ladenea,1130.0,2.0,2.0,36.0,2
7538,BTM 2nd Stage,SNe 2ev,2200.0,3.0,3.0,220.0,3
7539,Electronic City,GMown E,1500.0,2.0,1.0,63.0,3
7540,Old Madras Road,Shmes O,1350.0,3.0,1.0,47.25,3
7541,Gottigere,MBireap,1230.0,2.0,2.0,52.0,3
7542,Haralur Road,SNnia E,1520.0,2.0,2.0,85.0,3
7543,Kanakpura Road,PrarePa,525.0,1.0,1.0,26.25,1
7544,Hosa Road,Skume R,1040.0,2.0,1.0,61.0,2
7546,Old Airport Road,Jaades ,2690.0,4.0,3.0,201.0,4
7547,Domlur,Saiewas,780.0,1.0,1.0,70.0,1
7548,Panathur,Saite G,1140.0,2.0,1.0,51.2,2
7549,Chandapura,SuVue S,1225.0,3.0,1.0,33.08,3
7550,Nagavarapalya,MYncysi,646.0,1.0,0.0,25.84,1
7552,Kadugodi,Alestrb,1890.0,4.0,3.0,125.0,3
7555,Whitefield,BMttaor,1458.0,2.0,2.0,62.0,3
7559,Balagere,Soresea,1007.0,2.0,1.0,67.0,2
7560,Doddathoguru,M ondit,1105.0,2.0,1.0,50.0,2
7561,Lakshminarayana Pura,RothaVa,1700.0,3.0,3.0,150.0,3
7562,Raja Rajeshwari Nagar,Dehts H,1170.0,2.0,3.0,50.0,2
7563,Chandapura,GCbowai,1080.0,2.0,3.0,45.0,2
7564,Kaggalipura,Baowsig,1150.0,2.0,1.0,62.0,3
7565,Ramamurthy Nagar,Vaharvi,1200.0,2.0,1.0,57.9,2
7567,Kudlu Gate,Brlms P,1656.0,3.0,2.0,75.0,3
7569,KR Puram,Hivesdr,1040.0,2.0,2.0,50.0,2
7570,Hosur Road,Collsrn,1085.0,2.0,2.0,33.7,2
7575,other,SMncyy ,1050.0,2.0,1.0,55.0,2
7577,Iblur Village,DNionfl,1920.0,3.0,2.0,150.0,3
7579,Mysore Road,PrntaEn,947.55,2.0,1.0,80.0,2
7580,other,KencyRe,1421.0,2.0,1.0,90.0,2
7582,Old Madras Road,Saesttt,1425.0,2.0,2.0,74.31,3
7583,Budigere,PrityTr,1162.0,2.0,1.0,58.0,2
7584,Whitefield,Prtates,905.0,1.0,1.0,60.0,1
7585,Sarjapur  Road,Shthi S,914.0,2.0,1.0,32.0,2
7588,Hormavu,Prageta,3500.0,4.0,1.0,289.0,4
7591,Whitefield,BMttaor,1537.0,2.0,3.0,70.0,3
7594,Malleshwaram,Aimesya,2250.0,3.0,1.0,200.0,3
7595,Hosur Road,KrineAq,2000.0,4.0,1.0,69.0,4
7599,other,ACopsva,950.0,2.0,0.0,32.0,2
7601,Yelahanka,Pyikad ,1282.0,2.0,1.0,48.72,3
7604,Jakkur,Paurt C,1220.0,2.0,2.0,49.0,3
7605,Budigere,PrityTr,1636.0,3.0,2.0,85.0,3
7606,7th Phase JP Nagar,Kaiew L,1415.0,3.0,1.0,65.0,3
7608,Green Glen Layout,Soweray,1728.0,3.0,2.0,125.0,3
7609,7th Phase JP Nagar,Eladero,1680.0,3.0,3.0,125.0,3
7610,other,ThBayah,1235.0,2.0,1.0,140.0,2
7613,Kasavanhalli,HMonymp,1495.0,2.0,2.0,83.0,2
7615,Yeshwanthpur,IBityin,2501.0,3.0,3.0,138.0,3
7616,Kanakpura Road,Roiti A,381.0,1.0,0.0,28.0,1
7617,other,Sothadr,3301.8,5.0,2.0,570.0,4
7618,Hennur Road,SaireSa,2002.0,3.0,2.0,120.0,3
7619,other,Sreat R,3200.0,3.0,0.0,260.0,3
7626,other,Itala A,1450.0,3.0,2.0,90.0,3
7627,Electronic City,MDonta ,1039.0,2.0,1.0,50.0,2
7628,Old Madras Road,Brglede,1210.0,2.0,1.0,80.0,2
7629,Attibele,DSvar S,995.0,1.0,1.0,24.88,2
7630,Yelahanka,NCarkna,1620.0,3.0,2.0,90.0,3
7631,Choodasandra,LGlarAs,3204.0,4.0,3.0,395.0,3
7632,Hebbal Kempapura,GonumPl,3408.0,3.0,3.0,260.0,3
7633,Marathahalli,Kames S,1314.0,2.0,3.0,55.0,2
7634,Bisuvanahalli,Prityel,945.0,2.0,1.0,33.0,2
7635,other,Undge T,1374.0,3.0,2.0,72.0,3
7636,Kanakpura Road,PrityFa,1603.0,3.0,3.0,113.0,3
7637,Kengeri,Vaens G,1230.0,2.0,2.0,52.0,3
7639,Sarjapur  Road,Ahriaup,1864.0,3.0,2.0,105.0,4
7640,Hosa Road,Gllas V,2500.0,3.0,2.0,100.0,3
7641,Raja Rajeshwari Nagar,DScon S,1625.0,2.0,2.0,54.0,3
7642,Whitefield,Sonviik,1186.0,2.0,3.0,55.0,2
7644,Electronic City,GMown E,770.0,1.0,1.0,39.9,2
7645,Varthur,HioraTr,1085.0,2.0,1.0,45.0,2
7646,other,Soeurri,3754.0,6.0,2.0,480.0,4
7647,other,Ciques ,1893.0,3.0,2.0,115.0,3
7649,Kundalahalli,AnentAp,1496.0,2.0,3.0,78.0,3
7650,Chandapura,SunceEs,1305.0,3.0,1.0,33.28,3
7651,Electronics City Phase 1,Shiaa S,1550.0,2.0,2.0,82.0,3
7653,Badavala Nagar,DNncasa,1494.0,2.0,2.0,94.55,3
7654,Electronic City Phase II,SJmesst,1286.0,2.0,2.0,69.0,2
7656,Hebbal,MVkleiw,1860.0,3.0,2.0,95.0,3
7658,Haralur Road,RInceeg,1243.0,2.0,2.0,45.0,2
7659,Brookefield,Stlomg ,1200.0,2.0,2.0,75.0,2
7660,Sarjapur,Peles P,1044.0,2.0,2.0,32.0,2
7661,7th Phase JP Nagar,SrncyRe,1040.0,2.0,1.0,41.59,2
7664,Subramanyapura,Prldsri,1278.0,2.0,2.0,59.0,3
7666,other,ViaarSa,1250.0,2.0,1.0,43.0,2
7671,Sarjapur  Road,AsastDe,1157.0,2.0,1.0,57.84,3
7672,Raja Rajeshwari Nagar,GrrvaGr,1185.0,2.0,1.0,51.15,2
7673,Kalena Agrahara,MancyRe,1450.0,3.0,3.0,100.0,3
7674,Old Madras Road,Sastaat,1859.0,3.0,2.0,121.0,3
7675,Rajaji Nagar,PhestOn,1763.0,3.0,2.0,262.0,2
7676,Attibele,Inenshe,900.0,1.0,1.0,25.0,2
7677,Ramamurthy Nagar,Foghaa ,1305.0,3.0,1.0,60.0,3
7679,Thanisandra,Gontsoo,784.0,1.0,0.0,35.285,1
7681,Sarjapur  Road,Shthi S,1150.0,2.0,0.0,36.8,2
7682,Whitefield,Agtiaur,1806.0,3.0,3.0,85.0,3
7683,Kudlu,Srrnasa,1027.0,2.0,2.0,42.0,2
7684,Uttarahalli,DSera S,1002.0,2.0,1.0,40.08,2
7685,Electronic City Phase II,Sryalan,1220.0,2.0,1.0,36.21,3
7686,Whitefield,SMuilan,1109.0,2.0,1.0,35.22,2
7687,Uttarahalli,DSera S,1002.0,2.0,1.0,40.08,2
7688,other,AriosHe,1308.0,2.0,1.0,89.04,2
7689,Hennur Road,Puachal,1232.0,2.0,1.0,69.6,2
7694,Raja Rajeshwari Nagar,GrrvaGr,1255.0,2.0,1.0,53.87,2
7695,Akshaya Nagar,DLhtsnd,1434.0,3.0,3.0,84.0,3
7696,Doddathoguru,Vabow R,925.0,2.0,2.0,30.0,2
7697,Jakkur,Ceezey ,1858.0,3.0,1.0,123.0,3
7698,other,Vithm R,1205.0,2.0,1.0,70.0,2
7699,other,V2gesre,1500.0,3.0,2.0,90.0,3
7702,Thanisandra,Bhmesy ,965.0,2.0,1.0,56.0,2
7705,Battarahalli,PaontWa,1636.0,2.0,2.0,82.89,2
7706,Kundalahalli,Dieldli,1724.0,3.0,1.0,125.0,3
7707,Whitefield,Prtates,1216.0,2.0,1.0,67.0,2
7708,Yelahanka,Prensya,654.0,1.0,1.0,36.25,1
7712,Budigere,PrityTr,1636.0,3.0,2.0,92.0,3
7713,Hennur Road,Shxorm ,1195.0,2.0,2.0,73.0,2
7714,other,Vancyat,2400.0,3.0,3.0,251.0,3
7717,Thanisandra,Bhe 2ko,1546.0,3.0,1.0,95.0,3
7718,Sarjapur  Road,Cetattu,3385.5,6.0,0.0,142.0,4
7722,Indira Nagar,Suurtni,1475.0,2.0,2.0,171.0,2
7723,JP Nagar,Arentra,3000.0,3.0,2.0,150.0,4
7725,Balagere,Soresea,1007.0,2.0,1.0,66.0,2
7734,other,CoaveAt,909.0,2.0,1.0,43.0,3
7736,other,Ciques ,1400.0,2.0,3.0,85.0,2
7739,Whitefield,SrireSo,1150.0,2.0,2.0,55.0,2
7740,Old Madras Road,Brica E,2990.0,5.0,1.0,173.0,3
7741,Bellandur,Trows M,1310.0,2.0,2.0,85.0,2
7742,Hosur Road,Saageat,1590.0,2.0,2.0,126.0,3
7743,Green Glen Layout,SoosePr,1645.0,3.0,2.0,110.0,3
7745,Thanisandra,Soitya ,1795.0,3.0,2.0,150.0,3
7747,Thanisandra,Bhe 2ko,777.0,1.0,0.0,38.535,1
7748,other,Sothin ,925.0,2.0,2.0,70.0,2
7750,other,Prasa W,3746.0,6.0,1.0,375.0,4
7751,Thanisandra,MenueNo,1430.0,2.0,2.0,54.0,3
7752,Bommanahalli,Jaw 2 L,1020.0,2.0,2.0,55.0,2
7754,Electronic City Phase II,Sryalan,1140.0,2.0,1.0,32.92,2
7756,Hebbal,Raard B,2470.0,4.0,2.0,203.0,4
7757,other,PavanSa,850.0,1.0,0.0,35.5,2
7759,Thanisandra,Soitya ,1697.0,3.0,2.0,110.0,3
7761,Gottigere,Pridei ,1120.0,2.0,2.0,50.0,2
7768,Thanisandra,Bhmesy ,1492.0,3.0,1.0,88.0,3
7769,Devanahalli,Sabixtt,1498.0,3.0,3.0,79.15,3
7770,other,Sohid O,3500.0,2.0,1.0,350.0,4
7771,Kundalahalli,Rasom B,1010.0,2.0,1.0,48.27,2
7772,Hennur,Shateor,1255.0,2.0,2.0,53.5,2
7773,Channasandra,Unm 2El,1050.0,2.0,1.0,35.0,2
7774,Hegde Nagar,SoitaCa,1847.0,3.0,2.0,125.0,3
7777,Hegde Nagar,SoisoCa,2144.6,4.0,2.0,145.0,3
7778,Kengeri,VBeriav,750.0,2.0,1.0,36.5,2
7779,Electronic City,Itvir M,919.0,2.0,2.0,35.0,2
7780,Budigere,PrityTr,1087.0,2.0,1.0,54.3,2
7781,other,Bustain,1480.0,3.0,2.0,74.0,3
7784,Jigani,DLhtsan,1221.0,3.0,2.0,65.0,3
7786,Thanisandra,MSureRR,2072.0,3.0,2.0,122.0,3
7789,Rajaji Nagar,Brway G,1640.0,3.0,3.0,220.0,3
7790,other,Srsica ,1253.0,2.0,2.0,81.5,2
7791,Hennur Road,Koagati,1061.0,2.0,1.0,54.92,2
7793,Marathahalli,Suvals ,1250.0,2.0,2.0,68.0,2
7794,Hennur Road,MItatHa,1585.0,2.0,3.0,80.0,3
7795,Kanakpura Road,JRrnauv,1452.0,3.0,3.0,60.98,3
7796,Kammasandra,Prncy R,1015.0,2.0,2.0,37.0,2
7797,Begur Road,Pruthg ,2464.5,6.0,0.0,118.0,4
7799,Electronic City Phase II,MJtroty,1116.0,2.0,2.0,40.0,2
7801,Kasavanhalli,Vaidsi ,4000.0,4.0,2.0,325.0,4
7802,Hebbal,RMudeat,3900.0,4.0,2.0,410.0,4
7803,Old Madras Road,Sastaat,1300.0,2.0,2.0,100.0,2
7804,Raja Rajeshwari Nagar,GrrvaGr,1419.0,2.0,1.0,60.42,2
7805,other,DSionhe,1310.0,2.0,1.0,55.0,3
7806,Thigalarapalya,Prtanha,2072.0,4.0,2.0,152.0,3
7807,Kaggadasapura,KKersow,1240.0,2.0,1.0,58.58,2
7809,Budigere,PrityTr,1820.0,3.0,2.0,89.0,3
7813,other,MSuntra,1315.0,3.0,1.0,65.0,3
7814,Kenchenahalli,Unateit,1410.0,2.0,2.0,73.0,3
7815,Dasarahalli,Indesve,1375.0,2.0,1.0,60.0,2
7816,Old Madras Road,Sastaat,1299.0,2.0,2.0,95.0,2
7817,other,Pancy R,993.0,2.0,3.0,45.5,2
7821,Hebbal,Magiaya,1255.0,2.0,1.0,95.0,3
7822,Hoodi,GoAirej,1655.0,3.0,2.0,131.0,3
7823,Whitefield,Prtates,2830.0,5.0,3.0,190.0,4
7827,Begur Road,Pruthg ,1634.0,3.0,1.0,111.0,3
7830,Gottigere,Pridei ,1500.0,3.0,2.0,63.0,3
7832,Hegde Nagar,Sotosty,3750.0,6.0,2.0,375.0,4
7834,Whitefield,Veales ,1295.0,2.0,3.0,78.5,2
7835,Sarjapur  Road,DSndsod,1320.0,2.0,1.0,100.0,2
7842,Whitefield,Oreldhi,840.0,1.0,1.0,57.6,1
7843,Whitefield,Somns T,640.0,1.0,0.0,19.83,1
7844,Raja Rajeshwari Nagar,GrrvaGr,1693.0,3.0,1.0,71.38,3
7846,other,AReenui,1305.0,2.0,1.0,70.0,2
7847,Kodichikkanahalli,Jae 1ke,450.0,1.0,1.0,18.0,1
7848,CV Raman Nagar,Pu270a ,705.0,1.0,1.0,57.0,1
7854,Battarahalli,PaontWa,1779.0,3.0,2.0,90.0,3
7855,Whitefield,Adowslm,10200.0,4.0,1.0,1250.0,4
7856,other,RailsDa,870.0,2.0,2.0,38.0,2
7857,Thanisandra,Bhmesy ,1595.0,3.0,2.0,120.0,3
7858,Kanakpura Road,PrarePa,525.0,1.0,1.0,26.0,1
7861,Iblur Village,DNionfl,2000.0,4.0,2.0,138.0,3
7862,Yelahanka,NCarkna,1614.0,3.0,2.0,93.0,3
7864,Electronic City Phase II,Sravehi,1150.0,3.0,3.0,46.0,3
7866,Sonnenahalli,Skacak ,1610.0,3.0,2.0,80.48,3
7868,other,SMncyy ,1050.0,2.0,2.0,50.0,2
7869,other,Prsisge,4800.0,5.0,2.0,420.0,4
7870,7th Phase JP Nagar,Brnia G,1460.0,2.0,1.0,97.0,3
7873,other,AritaFe,1569.0,3.0,0.0,70.0,3
7875,Electronics City Phase 1,Shiaa S,645.0,1.0,0.0,42.5,1
7879,Marathahalli,Asintas,1350.0,2.0,1.0,90.0,2
7880,BTM 2nd Stage,SNe 2ev,2780.0,4.0,1.0,325.0,3
7882,Whitefield,SMuilan,1109.0,2.0,1.0,35.47,2
7883,other,LeeyaCa,2000.0,3.0,2.0,1063.0,4
7885,Bannerghatta Road,SNity S,1215.0,2.0,1.0,68.0,2
7887,other,Prigh L,2273.0,4.0,2.0,192.0,3
7893,Kasavanhalli,Conixt ,1225.0,2.0,1.0,69.0,3
7894,Whitefield,UKe 2nz,5200.0,5.0,3.0,242.0,4
7896,Sarjapur  Road,Puallhi,1984.0,4.0,1.0,145.0,3
7897,Old Madras Road,Saciatt,2425.0,3.0,1.0,197.0,3
7899,Bommasandra,DSoodil,1127.0,2.0,1.0,45.0,2
7903,Kaggadasapura,P num P,1000.0,2.0,2.0,43.0,2
7905,Hormavu,Hedosme,1350.0,2.0,2.0,45.0,2
7907,Sahakara Nagar,Mosom B,1175.0,2.0,3.0,49.0,2
7908,other,Hoxiaa ,655.0,1.0,2.0,27.0,1
7909,Hosa Road,Skume R,1311.0,2.0,1.0,84.86,3
7911,CV Raman Nagar,Mancyes,1000.0,2.0,1.0,38.5,2
7913,Kanakpura Road,Wiowsri,1050.0,2.0,1.0,59.0,3
7916,Varthur,CaestSr,1520.0,2.0,3.0,61.0,3
7918,Hebbal,Prersis,1333.0,2.0,1.0,104.0,2
7919,other,DSdidSp,600.0,1.0,0.0,18.0,1
7920,Abbigere,DSestma,1326.0,2.0,1.0,34.8,3
7922,Koramangala,KHage G,1370.0,2.0,2.0,125.0,2
7923,Koramangala,KHage G,1100.0,2.0,2.0,85.0,2
7927,Billekahalli,Raony C,950.0,2.0,1.0,58.11,2
7930,Kalena Agrahara,Prillot,1804.0,3.0,2.0,175.0,3
7931,Hoodi,Keers S,1257.0,2.0,1.0,68.5,2
7932,Sarjapur,SNityVe,650.0,1.0,2.0,19.87,1
7933,Whitefield,BrlisCo,1850.0,3.0,2.0,150.0,3
7937,other,Naiewre,1630.0,3.0,2.0,51.35,3
7938,Jalahalli,DSons S,1310.0,2.0,2.0,60.0,3
7941,other,Riave E,1000.0,2.0,1.0,45.0,2
7944,Sahakara Nagar,NCensun,1370.0,2.0,2.0,90.0,3
7946,Bellandur,Ocavees,1465.0,3.0,3.0,90.0,2
7948,Electronic City,Prarkun,1128.0,2.0,1.0,64.0,2
7949,Padmanabhanagar,Silusti,1250.0,2.0,2.0,70.0,3
7950,Hebbal,Raard B,1645.0,3.0,2.0,117.0,3
7952,Hebbal,SNontle,2600.0,3.0,2.0,199.0,3
7956,Bannerghatta Road,SNity S,1215.0,2.0,1.0,68.0,2
7958,other,JaniaGa,1400.0,2.0,3.0,78.0,3
7960,Bisuvanahalli,Prityel,845.0,2.0,1.0,30.0,2
7962,Sarjapur,Prldsum,3854.5,6.0,0.0,385.5,4
7964,Panathur,Prcesvy,1199.0,2.0,1.0,85.0,2
7965,Gunjur,Akncyes,1175.0,2.0,2.0,43.48,2
7967,Bellandur,OriewLa,1767.0,3.0,2.0,109.0,3
7968,Sarjapur  Road,Asncywo,1800.0,3.0,1.0,90.0,4
7969,Talaghattapura,Sodgere,1856.0,3.0,2.0,135.0,3
7971,Rajaji Nagar,Puwerun,1613.0,3.0,0.0,150.0,3
7974,Kasavanhalli,HMonymp,1375.0,2.0,1.0,78.0,2
7975,other,Haows M,985.0,2.0,2.0,57.0,2
7978,Electronic City,Sidin J,605.0,1.0,0.0,13.31,1
7981,Marathahalli,Srers T,1200.0,2.0,1.0,53.0,2
7982,Hulimavu,Chtali ,1000.0,2.0,1.0,45.0,2
7983,Electronic City,Itvir M,1159.0,2.0,3.0,38.0,3
7987,other,Myace P,1540.0,2.0,2.0,78.0,3
7989,Ambedkar Nagar,SoechHa,1850.0,4.0,2.0,120.0,3
7990,Uttarahalli,Sungspr,1580.0,3.0,1.0,60.0,3
7991,other,Amsomun,1190.0,2.0,2.0,39.25,2
8000,Thanisandra,R ra  R,1880.0,3.0,3.0,120.0,3
8001,Padmanabhanagar,Saalpas,1150.0,2.0,2.0,45.0,2
8007,Karuna Nagar,CoinoCu,1962.0,3.0,2.0,175.0,3
8010,Attibele,DSvar S,1174.0,2.0,1.0,29.35,2
8011,Bannerghatta Road,Saenett,1894.0,3.0,1.0,115.0,3
8013,other,Saitya ,1760.0,3.0,2.0,142.0,3
8015,Kothanur,Somumys,1790.0,3.0,0.0,97.0,3
8018,Kengeri,Unuil T,2540.0,4.0,0.0,160.0,4
8019,Mahadevpura,Neisei ,1137.0,2.0,1.0,53.4,2
8022,Mysore Road,SaodySa,1568.0,2.0,2.0,100.0,3
8023,Devanahalli,Pardst ,4920.0,4.0,0.0,393.5,4
8024,AECS Layout,Concyvi,1308.0,2.0,1.0,60.0,2
8026,Bisuvanahalli,Prityel,1200.0,2.0,1.0,41.0,3
8028,Electronic City,Shntie ,530.0,1.0,1.0,13.5,1
8033,Thigalarapalya,Prtanha,2072.0,4.0,2.0,160.0,3
8034,Talaghattapura,Sodgere,2273.0,3.0,3.0,159.0,3
8036,Thanisandra,Bhmesy ,760.0,1.0,2.0,50.0,1
8038,Thigalarapalya,Prtanha,2072.0,4.0,2.0,155.0,3
8040,Sarjapur  Road,KPiteEl,1550.0,2.0,1.0,89.0,3
8041,Ramagondanahalli,ViistLa,1251.0,2.0,1.0,50.0,2
8042,Electronic City,GMown E,1070.0,2.0,1.0,53.0,2
8044,CV Raman Nagar,Srshq T,1435.0,2.0,2.0,60.0,3
8045,Bommasandra,Niara S,1400.0,2.0,3.0,45.0,3
8046,other,MNnia E,2330.0,3.0,2.0,94.71,4
8047,Thanisandra,Inulat ,1200.0,2.0,3.0,60.0,2
8049,Bannerghatta Road,DSnjh S,1655.0,2.0,2.0,62.89,3
8052,Electronics City Phase 1,Avine A,1175.0,2.0,1.0,50.0,2
8053,Uttarahalli,SLnssPr,1155.0,2.0,2.0,40.43,2
8054,Magadi Road,Anensva,1200.0,3.0,2.0,98.0,3
8055,Budigere,PrityTr,1149.0,2.0,2.0,65.0,2
8057,Choodasandra,LGlarAs,3200.0,4.0,2.0,375.0,4
8059,Hegde Nagar,Soiniy ,1718.0,3.0,2.0,119.0,3
8061,Banashankari,Bregae ,1330.0,2.0,2.0,77.0,2
8062,Hormavu,Srarkha,1200.0,2.0,2.0,68.0,2
8063,Bannerghatta Road,Hiatei ,1693.0,3.0,2.0,89.0,3
8064,Koramangala,Prood P,1249.0,2.0,1.0,165.0,2
8065,Thanisandra,G conTh,1800.0,4.0,1.0,125.0,3
8067,other,BSian M,1020.0,2.0,1.0,46.0,2
8070,Bannerghatta Road,GRarken,1280.0,2.0,2.0,60.16,2
8073,Thanisandra,Bhmesy ,933.0,2.0,1.0,58.0,1
8074,Sarjapur  Road,Shthi S,1150.0,2.0,0.0,44.0,2
8075,other,Saentva,3633.0,6.0,2.0,550.0,4
8076,Rajaji Nagar,Tiitela,1380.0,3.0,3.0,130.0,3
8079,Harlur,Prncyrn,1303.0,2.0,1.0,90.0,2
8080,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.54,2
8084,Akshaya Nagar,DLhtsnd,1419.0,2.0,3.0,87.0,3
8085,Banashankari,Vimesar,1200.0,2.0,3.0,49.0,2
8087,Electronics City Phase 1,Shitt S,762.5,1.0,0.0,45.4,1
8088,Electronics City Phase 1,SNdri N,1245.0,2.0,1.0,75.0,2
8089,other,RMaanSa,3978.0,4.0,3.0,428.0,4
8090,Channasandra,Unm 2El,1093.0,2.0,1.0,34.0,2
8092,Hebbal,Prersis,1345.0,2.0,1.0,97.0,2
8094,Vijayanagar,Saityat,1180.0,2.0,1.0,86.0,2
8095,other,BSian M,1020.0,2.0,1.0,48.45,2
8097,other,Prasa W,3621.0,4.0,1.0,511.0,4
8100,CV Raman Nagar,JKmesHo,1020.0,2.0,1.0,55.0,2
8101,other,BrriaLu,2095.0,3.0,2.0,142.0,3
8102,Gunjur,DSerste,1362.0,3.0,2.0,62.63,3
8103,Yelahanka,Neite T,694.0,1.0,0.0,30.84,1
8104,Vittasandra,Prlla C,1404.0,2.0,2.0,70.0,2
8110,Rachenahalli,AsNowre,985.0,2.0,1.0,49.97,2
8111,Indira Nagar,GoilsDa,850.0,1.0,2.0,60.0,1
8115,Ambedkar Nagar,SoechHa,1367.0,2.0,2.0,86.0,2
8116,Rajaji Nagar,Raesta ,1210.0,2.0,2.0,81.0,3
8120,Whitefield,SSthamh,1140.0,2.0,2.0,40.0,2
8121,Hoskote,VRowsa ,1095.0,2.0,2.0,33.6,2
8122,Attibele,DSvar S,782.0,1.0,0.0,19.55,1
8123,Gubbalala,MauilTr,1435.0,2.0,2.0,80.0,3
8124,Choodasandra,Maidsr ,725.0,2.0,2.0,36.0,2
8125,other,Sutesga,1600.0,2.0,2.0,88.0,3
8127,Hosakerehalli,Taonte ,3205.0,4.0,2.0,300.0,4
8131,Haralur Road,RInceeg,1243.0,2.0,2.0,46.0,2
8132,Kanakpura Road,Soazak ,1703.0,3.0,2.0,130.0,3
8134,Horamavu Agara,Suise S,1145.0,2.0,1.0,41.21,2
8135,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2
8136,7th Phase JP Nagar,Panorse,1100.0,3.0,1.0,60.0,2
8137,Sarjapur  Road,Puallhi,2425.0,5.0,1.0,201.0,4
8139,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.54,2
8140,Kanakpura Road,PuandHi,1600.0,3.0,3.0,90.0,3
